channel,channel_id,channel_url,datePublished,description,dislikes,duration,genre,id,key,likes,recommendations,title,uploadDate,views,channelDescription,viewCount,commentCount,subscriberCount,hiddenSubscriberCount,videoCount
FRANCE 24 English,UCQfwfsi5VrQ8yKZ-UWmAEFg,/channel/UCQfwfsi5VrQ8yKZ-UWmAEFg,2017-11-20,"Subscribe to France 24 now:http://f24.my/youtubeENFRANCE 24 live news stream: all the latest news 24/7http://f24.my/YTliveENWhat if you knew a truth about someone that harboured dangers of such magnitude that it could be the key to future human survival? What if that ""someone"" happened to be the President of the United States? And what if you were told to keep silent about it? In a controversial new book, ""The Dangerous Case of Donald Trump"", Yale psychiatrist Bandy X. Lee and 27 colleagues argue that their ""duty to warn"" the world about Trump’s mental health overrides any professional gag order.Dr. Lee speaks to FRANCE 24’s Douglas Herbert about Donald Trump’s state of mind, and why remaining silent just wasn’t an option.http://www.france24.com/en/taxonomy/e...Visit our website:http://www.france24.comSubscribe to our YouTube channel:http://f24.my/youtubeENLike us on Facebook:https://www.facebook.com/FRANCE24.Eng...Follow us on Twitter:https://twitter.com/France24_en","1,729",PT11M48S,News & Politics,ghg4-1rEZzk,1444,"6,841",20,Top psychiatrist: Trump's 'mental impairment' poses danger to world,2017-11-20,523518,"Official FRANCE 24's YouTube channel, international news 24/7.
Watch international video news from around the world !",395861447,0,1220000,False,55478
The Economist,UC0p5jTq6Xx_DosDFxVXnWaQ,/channel/UC0p5jTq6Xx_DosDFxVXnWaQ,2020-04-21,"America's covid-19 death toll is higher than anywhere else in the world—and is continuing to mount. What’s behind the country’s coronavirus pandemic failings? Read more here: https://econ.st/2zl0BaXClick here to subscribe to The Economist on YouTube: https://econ.st/2xvTKdy For more from Economist Films visit: http://films.economist.com/ Find The Economist’s most recent coverage of covid-19 here: https://econ.st/2QXX9sJ Sign up to The Economist’s daily newsletter to keep up to date with our latest covid-19 coverage: https://econ.trib.al/YD53WI6 Read our article on how covid-19 exacerbates inequality in America: https://econ.st/2yvLhrxRead about America’s emergency economic stimulus package: https://econ.st/2XTeZ4vRead how covid-19 is bringing Americans together, yet also exposing their divisions: https://econ.st/2XV2ANyListen to ‘Checks and Balance’ - our weekly podcast on American politics: https://econ.st/2PvYExE","2,101",PT9M58S,News & Politics,HMLop-jR8cw,34,"17,458",20,Covid-19: Why is America’s death toll so high? | The Economist,2020-04-21,1084453,"Every Thursday The Economist posts videos that give authoritative insight and opinion on international news, politics, business, finance, science, technology and the connections between them.

We're also producing full films such as The Disrupters, an original series exploring how major industries—from music and cars to hospitality—are currently being disrupted by the latest wave of digital innovation. As well as enjoying privileged access into the world biggest tech start ups we show how industry giants respond when faced with such tech-driven innovation—do they adapt—or die?

Subscribe to our channel to be among the first to see the new films in the series when we post them.",136017831,0,1300000,False,1865
TED,UCAuUUnT6oDeKwE6v1NGQxug,/channel/UCAuUUnT6oDeKwE6v1NGQxug,2020-04-09,"Visit http://TED.com to get our entire library of TED Talks, transcripts, translations, personalized talk recommendations and more.""I'm a capitalist. I believe in the system. I believe you can increase the size of the pie and you could divide it well,"" says Ray Dalio, founder of Bridgewater Associates. He offers wide-ranging insight and advice on how we might recover from the global economic fallout of the coronavirus crisis -- and use it as an opportunity to reform the systems that help grow our economy. (This virtual conversation is part of the TED Connects series, hosted by head of TED Chris Anderson and business curator Corey Hajim. Recorded April 8, 2020.)The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know. For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), submit a Media Request here: http://media-requests.TED.comFollow TED on Twitter: http://twitter.com/TEDTalksLike TED on Facebook: http://facebook.com/TEDSubscribe to our channel: http://youtube.com/TED",923,PT52M41S,Nonprofits & Activism,yrxYhv2O3wU,3421,"22,650",20,What coronavirus means for the global economy | Ray Dalio,2020-04-09,1314726,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know. For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request here: https://media-requests.ted.com. We also encourage you to join our online community at TED.com. Any other questions? Email contact@ted.com.",1829372979,0,17000000,False,3342
PowerfulJRE,UCzQUP1qoWDoEbmsQxvdjxgQ,/channel/UCzQUP1qoWDoEbmsQxvdjxgQ,2018-09-07,"Elon Musk is a business magnet, investor and engineer.","15,729",PT157M3S,People & Blogs,ycPr5-27vSI,2321,"645,450",20,Joe Rogan Experience #1169 - Elon Musk,2018-09-07,33442107,The Joe Rogan Experience podcast,2132161547,0,8200000,False,2375
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,/channel/UCwWhs_6x42TyRM4Wstoq8HA,2019-12-29,"From Greta Thunberg and Oprah to Anna Kendrick and Ali Wong, here are the top 10 funniest interview moments of 2019. #TheDailyShowSubscribe to The Daily Show:https://www.youtube.com/channel/UCwWh... Follow The Daily Show:Twitter: https://twitter.com/TheDailyShowFacebook: https://www.facebook.com/thedailyshowInstagram: https://www.instagram.com/thedailyshowWatch full episodes of The Daily Show for free: http://www.cc.com/shows/the-daily-sho...Follow Comedy Central:Twitter: https://twitter.com/ComedyCentralFacebook: https://www.facebook.com/ComedyCentralInstagram: https://www.instagram.com/comedycentralAbout The Daily Show:Trevor Noah and The World's Fakest News Team tackle the biggest stories in news, politics and pop culture.The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.","1,264",PT13M27S,Comedy,kIwTOCwYke4,6343,"47,483",20,Top 10 Funniest Interview Moments of 2019 | The Daily Show,2019-12-29,2998060,"The Daily Show is an Emmy and Peabody Award-winning program that looks at the day's top headlines through a sharp, reality-based lens. Along with the help of The World's Fakest News Team, Trevor Noah covers the biggest news stories in politics, pop culture and more.

The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.",2802360663,0,7330000,False,2261
HooverInstitution,UCzWwWbbKHg4aodl0S35R6XA,/channel/UCzWwWbbKHg4aodl0S35R6XA,2020-04-24,"Recorded on April 23, 2020Victor Davis Hanson is both a classical scholar at the Hoover Institution and a farmer in the San Joaquin Valley of California. He’s also a defender of the President, (his book The Case For Trump spent weeks on the best seller lists in 2019), and a close observer of the scientific and medical communities. These disparate interests and fields of study give him very unique perspectives and insights on the current COVID-19 crisis. We discuss the current situation with him in great detail, including the difficulties encountered by farmers, by research scientists and doctors, why some areas of the country are affected more than others, his theories about when the virus actually appeared in the U.S. and finally, what plagues of the ancient world can teach us about how to best manage and get past the situation the entire world finds itself in. For further information: https://www.hoover.org/publications/u...Interested in exclusive Uncommon Knowledge content? Check out Uncommon Knowledge on social media!Facebook: https://www.facebook.com/UncKnowledge/Twitter: https://www.twitter.com/UncKnowledge/Instagram: https://www.instagram.com/uncommon_kn...",440,PT60M39S,News & Politics,KqCudv-JQ2o,2442,"9,880",20,"Victor Davis Hanson on Corona, California, and the Classical World",2020-04-24,364139,"The Hoover Institution's channel on YouTube hopes to encourage discussions, generate ideas, and disseminate information, which will help secure and safeguard peace, improve the human condition, and limit government intrusion into the lives of individuals.

While the Hoover Institution welcomes comments from YouTube viewers, we exercise the right to monitor the comments we receive. We will delete comments that include obscenities, swear-words and vulgarisms; ad hominem attacks; racist expression; rudeness or discourtesy; violations of copyright; or any other transgression of taste or civility that the editors deem unpublishable on a Hoover Institution Web site. The editors recommend that commenters use their real names when posting. If commenters post under a screen name, we reserve the right to delete the comment. We reserve the right, also, to close down comments on a particular video if the editors believe we have reached ""saturation"" point.",44334464,0,299000,False,1074
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,/channel/UCwWhs_6x42TyRM4Wstoq8HA,2020-01-02,"The top 10 worst scandals in presidential history. #TheDailyShowSubscribe to The Daily Show:https://www.youtube.com/channel/UCwWh... Follow The Daily Show:Twitter: https://twitter.com/TheDailyShowFacebook: https://www.facebook.com/thedailyshowInstagram: https://www.instagram.com/thedailyshowWatch full episodes of The Daily Show for free: http://www.cc.com/shows/the-daily-sho...Follow Comedy Central:Twitter: https://twitter.com/ComedyCentralFacebook: https://www.facebook.com/ComedyCentralInstagram: https://www.instagram.com/comedycentralAbout The Daily Show:Trevor Noah and The World's Fakest News Team tackle the biggest stories in news, politics and pop culture.The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.","4,531",PT13M4S,Comedy,7MWxq80oze0,1344,"80,310",20,Top 10 Obama Scandals | The Daily Show,2020-01-02,2722277,"The Daily Show is an Emmy and Peabody Award-winning program that looks at the day's top headlines through a sharp, reality-based lens. Along with the help of The World's Fakest News Team, Trevor Noah covers the biggest news stories in politics, pop culture and more.

The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.",2802360663,0,7330000,False,2261
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,/channel/UCwWhs_6x42TyRM4Wstoq8HA,2018-09-15,"The Daily Show presents some of Ronny Chieng’s finest segments, from a search for the best pizza in Chicago to the creation of his own cryptocurrency.Subscribe to The Daily Show:https://www.youtube.com/channel/UCwWh... Follow The Daily Show:Twitter: https://twitter.com/TheDailyShowFacebook: https://www.facebook.com/thedailyshowInstagram: https://www.instagram.com/thedailyshowWatch full episodes of The Daily Show for free: http://www.cc.com/shows/the-daily-sho...Follow Comedy Central:Twitter: https://twitter.com/ComedyCentralFacebook: https://www.facebook.com/ComedyCentralInstagram: https://www.instagram.com/comedycentralAbout The Daily Show:Trevor Noah and The World's Fakest News Team tackle the biggest stories in news, politics and pop culture.The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.","1,053",PT20M20S,Comedy,g0MkYazCxyA,6311,"33,528",19,"The Best of Ronny Chieng - Wrestling, Bitcoin & The Future of Policing | The Daily Show",2018-09-15,3177753,"The Daily Show is an Emmy and Peabody Award-winning program that looks at the day's top headlines through a sharp, reality-based lens. Along with the help of The World's Fakest News Team, Trevor Noah covers the biggest news stories in politics, pop culture and more.

The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.",2802360663,0,7330000,False,2261
Washington D. C.,UChirEOpgFCupRAk5etXqPaA,/results?search_query=Washington+D.+C.&sp=EiG4AQHCARtDaElKVy1UMld0N0d0NGtSS2wySTFDSkZVc0k%253D,2020-05-01,"Stay informed with QuickTake's coronavirus coverage of up-to-the-minute stories on the COVID-19 crisis. #Coronavirus #Covid19 #CoronavirusUpdates —The Trump administration has barred Anthony Fauci, the scientist who’s leading the U.S. response to the coronavirus pandemic, from testifying before a congressional hearing next Wednesday. Fauci had been sought as a witness for a House Appropriations Committee subcommittee that was looking into the U.S. response to the pandemic, according to Evan Hollander, a committee spokesman. “We have been informed by an administration official that the White House has blocked Dr. Fauci from testifying,” Hollander said on Friday afternoon. The White House later confirmed that Fauci, the director of the National Institute of Allergy and Infectious Diseases, would not be appearing.Gilead Sciences Inc.’s antiviral drug remdesivir was cleared by U.S. regulators for emergency use in Covid-19 patients, becoming the first medication backed by early clinical data to be made available to fight the novel coronavirus. Remdesivir reduced the time it took hospitalized Covid-19 patients to recover in an interim analysis of an ongoing study. The Food and Drug Administration granted an emergency-use authorization, President Donald Trump said on Friday, a step by which the agency can allow products to be used without full data on their safety and efficacy. Gilead shares closed down 4.8% on Friday at $79.95 in New York. The company has faced questions from investors about how it plans to make money on the drug, but its stock is still up 23% this year, at a time when the rest of the market has cratered. “This was lighting speed in terms of getting something approved,” said FDA Commissioner Stephen Hahn, speaking with Trump. “From clinical trial to getting it authorized, it was 90 days.”Subscribe to our YouTube channel: https://bit.ly/2TwO8GmQUICKTAKE ON SOCIAL:Follow QuickTake on Twitter: twitter.com/quicktakeLike QuickTake on Facebook: facebook.com/quicktakeFollow QuickTake on Instagram: instagram.com/quicktakeSubscribe to our newsletter: https://bit.ly/2FJ0oQZEmail us at quicktakenews@gmail.comQuickTake by Bloomberg is a global news network delivering up-to-the-minute analysis on the biggest news, trends and ideas for a new generation of leaders.","4,953",PT0M0S,News & Politics,VcCBMKNN5Mc,82,"5,558",20,Coronavirus Updates: Trump Blocks Fauci From Testifying to Congress; FDA OKs Gilead's Remdesivir,2020-05-01,1744603,Global news the world needs today.,139707613,0,245000,False,5848
Nicki Swift,UC1DGpYiEiqBrQtYXFbLhMVQ,/channel/UC1DGpYiEiqBrQtYXFbLhMVQ,2019-03-05,"Long before Donald Trump was elected to be president of the United States, he grew up alongside his siblings in Jamaica Estates, Queens. But just what is there to know about Fred Jr., Maryanne, Elizabeth, and Robert? Well, spoiler alert: It turns out they're no strangers to controversy.According to The Washington Post, Donald Trump doesn't drink alcohol, and it was his eldest brother, Fred Trump Jr., who reportedly scared him straight. Fred Jr. was reportedly expected to take over the family's budding real estate empire, but his real passion was flying airplanes. He left the family business and began working for Trans World Airlines as a pilot, according to The New York Times. He then married a flight attendant, and the couple had two children together.When Fred Jr. reached his mid-20s, he began drinking heavily, and it soon took over his life. Knowing his addiction could put him and others at risk, Fred Jr. quit his job as a pilot. He would later get divorced and pass away of alcoholism in 1981 at the age of 43.#Trump #DonaldTrump #TrumpFamilyFred Trump Jr. | 0:19Maryanne Trump Barry | 1:28Robert Trump | 2:17Elizabeth Trump | 3:03Tax fraud | 3:44",233,PT4M50S,Entertainment,Osr_e2z9xRc,6232,"1,818",20,The Untold Truth Of Trump's Brothers And Sisters,2019-03-05,293945,"Plenty of entertainment brands tackle Hollywood, but Nicki Swift stands apart in style and smarts. Spending time with us is like hanging out with a friend who keeps the conversation clever, quick, and classy. We dish out the good stuff on all your favorite celebs, add expert analysis, then move on to the next hot topic, all without breaking a sweat.",1743512500,0,2440000,False,2197
United States,UCTrQ7HXWRRxr7OsOtodr2_w,/results?search_query=United+States&sp=EiG4AQHCARtDaElKQ3pZeTVJUzE2bFFSUXJmZVE1SzVPeHc%253D,2020-03-17,"Since the coronavirus outbreak, President Trump has offered differing responses.In late January, he claimed his ban on travellers from China “shut it down”, while constantly stating what a good job his administration had done to control the virus’ spread across the United States.(Subscribe: https://bit.ly/C4_News_Subscribe)As he touted positive cases in the USA at only five, then 15, then higher, President Trump’s stance shifted and he soon announced a European travel ban and a national emergency.-------Get more news at our site - https://www.channel4.com/news/ Follow us:Facebook - https://www.facebook.com/Channel4News/Twitter - https://twitter.com/Channel4News",776,PT14M56S,News & Politics,HvE9hCZ-jaU,14,"4,897",20,Donald Trump's coronavirus timeline: how the President’s message has changed,2020-03-17,716868,"News that's committed to challenging expectations with stories that reveal and inspire, innovatively produced - with just a touch of mischief.",677232708,0,1310000,False,10615
Patriot Act,UCarEovlrD9QY-fy-Z6apIDQ,/channel/UCarEovlrD9QY-fy-Z6apIDQ,2019-12-23,"The global obesity rate is on the rise, having nearly tripled since the 1970s. Hasan examines how federal policy and corporations like Coca-Cola helped America export its unhealthy diet to the rest of the world.Watch Patriot Act with Hasan Minhaj on Netflix:https://www.netflix.com/title/80239931#Netflix #PatriotAct #HasanMinhajSubscribe: https://bit.ly/2OHQXpOAbout Patriot Act with Hasan Minhaj:New episodes, new topics, every Sunday - only on Netflix. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.About NetflixNetflix is the world's leading internet entertainment service with over 151 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Patriot Act with Hasan Minhaj Online:Visit Patriot Act with Hasan Minhaj WEBSITE: https://bit.ly/2JbZISSLike Patriot Act with Hasan Minhaj on FACEBOOK: https://bit.ly/2R5RAWYFollow Patriot Act with Hasan Minhaj on TWITTER: https://bit.ly/2CWqPkNFollow Patriot Act with Hasan Minhaj on INSTAGRAM: https://bit.ly/2OH80Ir","1,458",PT20M31S,People & Blogs,kmo6lZcdkO0,6314,"44,135",20,How America Is Causing Global Obesity | Patriot Act with Hasan Minhaj | Netflix,2019-12-23,1616858,"New episodes, new topics, every Sunday. Hasan Minhaj brings an incisive and nuanced perspective to global news, politics, and culture in his unique comedy series. Subscribe to the Patriot Act channel now to stay up to date with episode clips and original content from Hasan and the Patriot Act team.",134409212,0,1030000,False,112
PowerfulJRE,UCzQUP1qoWDoEbmsQxvdjxgQ,/channel/UCzQUP1qoWDoEbmsQxvdjxgQ,2019-10-23,"Edward Snowden is an American whistleblower who copied and leaked highly classified information from the National Security Agency in 2013 when he was a Central Intelligence Agency employee and subcontractor. His new book ""Permanent Record"" is now available.","11,406",PT169M32S,People & Blogs,efs3QRr8LWw,232,"330,325",20,Joe Rogan Experience #1368 - Edward Snowden,2019-10-23,13457651,The Joe Rogan Experience podcast,2132161547,0,8200000,False,2375
Jim and Sam Show,UC0A2Lk1jcr0FYgdx74iuFiw,/channel/UC0A2Lk1jcr0FYgdx74iuFiw,2017-01-10,"Subscribe: www.YouTube.com/JimandSamShowFollow @JimandSamShow on Twitter, Facebook, Instagram, and Snapchat.","1,804",PT38M29S,Entertainment,R1XyqaFuX1o,3313,"21,022",19,"Neil deGrasse Tyson - Debating Aliens, Time Travel, Speed of Light - Jim Norton & Sam Roberts",2017-01-10,2404677,"Videos from Jim Norton & Sam Roberts - weekday mornings starting at 8am et, 5am pt, on XM 103 Sirius 206",48222325,0,139000,False,779
LastWeekTonight,UC3XTzVzaHQEd30rQbuvCtTQ,/channel/UC3XTzVzaHQEd30rQbuvCtTQ,2017-07-30,"Alex Jones is known for pushing conspiracy theories, but he also spends a lot of time promoting his own products. John Oliver and a “doctor” “from” M.I.T. test out his marketing strategy.Connect with Last Week Tonight online...Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonightFind Last Week Tonight on Facebook like your mom would: http://Facebook.com/LastWeekTonightFollow us on Twitter for news about jokes and jokes about news: http://Twitter.com/LastWeekTonightVisit our official site for all that other stuff at once: http://www.hbo.com/lastweektonight","37,022",PT22M22S,Entertainment,WyGq6cjcc3Q,1133,"222,909",20,Alex Jones: Last Week Tonight with John Oliver (HBO),2017-07-30,16664126,"Breaking news on a weekly basis. Sundays at 11PM - only on HBO.
Subscribe to the Last Week Tonight channel for the latest videos from John Oliver and the LWT team.",2456340513,0,7940000,False,304
MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,/channel/UCaXkIU1QidjPwiAYu6GcHjg,2019-09-17,"On the eve of his memoir 'Permanent Record' being published, NSA whistleblower Edward Snowden talked at length from Moscow with MSNBC's Brian Williams in an exclusive interview. This is their discussion in its entirety, edited down slightly for clarity. Aired on 9/17/2019.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFull Interview: Edward Snowden On Trump, Privacy, And Threats To Democracy | The 11th Hour | MSNBC","5,070",PT54M30S,News & Politics,e9yK1QndJSM,23,"68,697",20,"Full Interview: Edward Snowden On Trump, Privacy, And Threats To Democracy | The 11th Hour | MSNBC",2019-09-17,6067079,"The official MSNBC YouTube Channel. MSNBC  is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC  offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.

Sign up for newsletters!: MSNBC.com/NewslettersYouTube",3390298541,0,2940000,False,29099
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,/channel/UCb--64Gl51jIEVE-GLDAVTg,2018-07-25,"Senator Menendez (D-NJ): ""Did he tell you what transpired in the two-hour meeting?""Secretary Pompeo: ""I've had a number of conversations with President Trump about what transpired in the meeting…I think I have a pretty complete understanding of what took place in that meeting.""Full video from Senate Foreign Relations Committee hearing here: https://cs.pn/2NETNXo",18,PT7M12S,News & Politics,Ye7CFpxCS3Q,842,173,20,Full exchange between Secretary Pompeo & Senator Menendez (C-SPAN),2018-07-25,25859,"C-SPAN programs three public affairs television networks covering Capitol Hill,  the White House and national politics. C-SPAN is a private, non-profit public service created by the cable television industry.",295819381,0,527000,False,7496
FRANCE 24 English,UCQfwfsi5VrQ8yKZ-UWmAEFg,/channel/UCQfwfsi5VrQ8yKZ-UWmAEFg,2020-04-19,"Watch FRANCE 24 live in English on YouTube for freeSubscribe to France 24 now https://f24.my/YouTubeENWatch France 24 live news: all the latest news live broadcasted from Paris, France.Le DIRECT France 24 en français : https://f24.my/YTliveFRFrance 24 EN VIVO en Español: https://f24.my/YTliveESفرانس 24 البث المباشر https://f24.my/YTliveARLike us on Facebook:https://f24.my/FBenFollow us on Twitter:https://f24.my/TWenWatch our stories on Instagram:https://f24.my/IGenFRANCE 24 INTERNATIONAL NEWS 24/7 https://www.france24.com/en/",280,PT0M0S,News & Politics,BJzSJlMwQcA,52,"2,452",20,FRANCE 24 English – LIVE – International Breaking News & Top stories - 24/7 stream,2020-04-19,1012024,"Official FRANCE 24's YouTube channel, international news 24/7.
Watch international video news from around the world !",395861447,0,1220000,False,55478
BBC HARDtalk,UCN0VXYoN2ZdC7s8OFC_zHCg,/channel/UCN0VXYoN2ZdC7s8OFC_zHCg,2016-09-15,"One from the HARDtalk archives: Tim Sebastian interviews Donald Trump on location at the Trump Tower, of course, in 1998.",837,PT25M49S,News & Politics,y4CqF4hjCGI,1431,"15,648",20,"Donald Trump, 1998 - BBC HARDtalk",2016-09-15,1198298,Welcome to the BBC HARDtalk channel. Here you will find in-depth interviews with hard-hitting questions and sensitive topics being covered as famous personalities from all walks of life talk about the highs and lows in their lives.,8455384,0,112000,False,139
Fox News,UCXIJgqnII2ZOINSWNOGFThA,/channel/UCXIJgqnII2ZOINSWNOGFThA,2020-04-23,"Peter Walker, former McKinsey & Company senior partner, defends China's response to the coronavirus crisis. #FoxNews #TuckerFOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most-watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha MacCallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","1,062",PT15M10S,News & Politics,qei0aY2vww8,3242,"24,557",20,Tucker shreds former McKinsey partner over China's human rights violations,2020-04-23,1086936,"FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. A top cable network in both total viewers and Adults 25-54, FNC has been the most-watched news channel in the country for almost two decades and according to Public Policy Polling is the most trusted television news source in the country. FNC is available in more than 89 million homes and dominates the cable news landscape, routinely notching 12 of the top 15 programs in the genre.",4223231321,0,4950000,False,64122
MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,/channel/UCaXkIU1QidjPwiAYu6GcHjg,2019-04-02,"Lawrence examines what Donald Trump did and said today, and why it raises urgent and important questions about the President of the United States. Psychiatrist Prudence Gourguechon, Ron Klain and Adam Jentleson join Lawrence to discuss.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news and in-depth analysis of the headlines, as well as informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcPresident Donald Trump's Day Of Strange And Confusing Statements | The Last Word | MSNBC","1,916",PT16M55S,News & Politics,lx9b313N7E8,6221,"14,953",20,President Donald Trump's Day Of Strange And Confusing Statements | The Last Word | MSNBC,2019-04-02,1879761,"The official MSNBC YouTube Channel. MSNBC  is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC  offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.

Sign up for newsletters!: MSNBC.com/NewslettersYouTube",3390298541,0,2940000,False,29099
Gabriel Iglesias,UCUxc0iEpV8wZV4WLOui0RwQ,/channel/UCUxc0iEpV8wZV4WLOui0RwQ,2019-11-14,Happy throwback Thursday from 2014!#GabrielIglesias,"18,191",PT26M53S,Comedy,ux8GZAtCN-M,1114,"344,535",18,Fluffy Goes To India | Gabriel Iglesias,2019-11-14,16342270,"Gabriel ""Fluffy"" Iglesias' style of comedy is a mixture of story telling with characters and sound effects that bring all his personal issues to life. His amazing ability to cross over with a clean animated style of comedy has put him in big demand throughout the stand-up comedy circuit. Ask anyone who has seen him in concert and you will probably hear the same thing, ""He was so funny!""",589289750,0,4010000,False,212
