"","binary","title","description","channel","id"
"121",0,"Lawmakers Beginning To Act In Response To Nationwide Protests | Stephanie Ruhle | MSNBC","As protestors continue to push the Black Lives Matter movement forward, Stephanie Ruhle is joined by pollster Cornell Belcher, MSNBC Anchor Joshua Johnson, and Politico’s Chief Political Correspondent Tim Alberta to discuss the response we’ve seen from lawmakers and how to keep up the momentum. Aired on 06/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcLawmakers Beginning To Act In Response To Nationwide Protests | Stephanie Ruhle | MSNBC","MSNBC","gT6BvOXtYEA"
"122",0,"Unmasked: Trump Pushes COVID Waiver As Pence Deletes Controversial Tweet | MSNBC","Confirmed cases of COVID-19 are rising in the United States, despite a worldwide decline.  Vice President Pence deletes a tweet showing campaign staffers without masks or social distancing – ignoring his own task force’s guidelines. As Trump is getting back on the campaign trail, holding a MAGA rally in Oklahoma and asking attendees to sign a waiver, acknowledging the potential risk of contracting COVID-19. Rheumatologist and NBC News Medical Contributor Dr. Natalie Azar joins MSNBC’s Ayman Mohyeldin to discuss Trump’s “super spreading” MAGA rally. (This interview is from MSNBC’s “The Beat with Ari Melber, a news show covering politics, law and culture airing nightly at 6pm ET on MSNBC. http://www.thebeatwithari.com). Aired on 06/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcUnmasked: Trump Pushes COVID Waiver As Pence Deletes Controversial Tweet | MSNBC","MSNBC","HldJ8q0GRCA"
"123",0,"COVID-19 Risk At GOP Convention Shrouded By Florida Data Opacity | Rachel Maddow | MSNBC","Rachel Maddow points out that unlike most other states, Florida does not publicly share hospital capacity statistics as part of its coronavirus reporting, which makes it harder to assess the risk of holding the Republican National Convention in Jacksonville. Aired on 6/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcCOVID-19 Risk At GOP Convention Shrouded By Florida Data Opacity | Rachel Maddow | MSNBC","MSNBC","Csvzt6kGzHw"
"124",0,"Trump Praises National Guard For Dispersing Protesters 'Like A Knife Cutting Butter' | MSNBC","During a Thursday roundtable in Dallas, President Trump, praised the National Guard for dispersing Minneapolis protesters 'like a knife cutting butter.' The panel discusses the way in which Trump describes force against Americans. Aired on 06/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcTrump Praises National Guard For Dispersing Protesters 'Like A Knife Cutting Butter' | MSNBC","MSNBC","IOwCuRiXVvc"
"125",0,"Localities Scramble To Curb Rising COVID-19 Rates Amid Vocal Opposition To Restrictions | MSNBC","With coronavirus case rates rising in a number of states, some local officials are trying to hold back the surge by pausing reopening or requiring mask use in public. But the Trump administration continues to ignore the numbers. And increasing hostility toward local governments trying to hold off that wave with restrictions ‘comes from the top,’ says public health expert Dr. Kavita Patel.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://http://MSNBC.com/NewslettersYo...Find MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcLocalities Scramble To Curb Rising COVID-19 Rates Amid Vocal Opposition To Restrictions | MSNBC","MSNBC","YpsNKrqNCr8"
"126",0,"Mueller Subpoena Blocks Steve Bannon Congressional Testimony: NBC News | Rachel Maddow | MSNBC","Rachel Maddow reports on new details about how Mueller's subpoena prevents Steve Bannon from testifying fully to Congress, and the questions surrounding the peculiar way that Bannon was subpoenaed by both Robert Mueller and the House Intel Committee.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcAbout: MSNBC is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Google+: http://on.msnbc.com/PlusmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFollow MSNBC on Tumblr: http://on.msnbc.com/LeanWithmsnbcMueller Subpoena Blocks Steve Bannon Congressional Testimony: NBC News | Rachel Maddow | MSNBC","MSNBC","rftDlFDp43I"
"127",0,"Americans Shifting On Racism Yet Trump Digs In: NYT | Morning Joe | MSNBC","The Morning Joe panel discusses new NYT reporting on how as the country is rapidly shifting its attitudes on racism, President Trump is sounding out of touch with voters. Aired on 06/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcAmericans Shifting On Racism Yet Trump Digs In: NYT | Morning Joe | MSNBC","MSNBC","5RDS-aDO9uc"
"128",0,"Trump Compares Himself To Lincoln And Questions Protesters' Motives | The 11th Hour | MSNBC","After a consequential week in America that saw policy changes, continued protests, and the burial of George Floyd, the president compared himself to Abraham Lincoln and questioned the motives of protesters taking to America's streets. Aired on 6/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcTrump Compares Himself To Lincoln And Questions Protesters' Motives | The 11th Hour | MSNBC","MSNBC","TAoAnxQoJeY"
"129",0,"Rev. Al Sharpton Says The President Has Not ‘Directly Addressed’ Issues Of Racial Inequality | MSNBC","Trump today says he has done more for the Black community than any other president, and calls Lincoln’s contributions “questionable”. Aired on 6/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcRev. Al Sharpton Says The President Has Not ‘Directly Addressed’ Issues Of Racial Inequality | MSNBC","MSNBC","PXF46_mBQBA"
"130",0,"Senator Jeff Flake: We Must Stand Up For The First Amendment | Morning Joe | MSNBC","Senator Jeff Flake, R-Ariz., will give a speech Wednesday on the Senate floor comparing President Donald Trump to Soviet Union dictator Joseph Stalin. Sen. Flake joins Morning Joe for an exclusive discussion about his upcoming speech.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcAbout: MSNBC is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Google+: http://on.msnbc.com/PlusmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFollow MSNBC on Tumblr: http://on.msnbc.com/LeanWithmsnbcSenator Jeff Flake: We Must Stand Up For The First Amendment | Morning Joe | MSNBC","MSNBC","F85OT8KJYRo"
"131",0,"President Donald Trump Damages US Soft Power With Remarks | Morning Joe | MSNBC","Anand Giridharadas, Max Boot and Ruth Marcus join a discussion on President Trump's controversial remarks about Haiti and the impact they have on America's soft power.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcAbout: MSNBC is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Google+: http://on.msnbc.com/PlusmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFollow MSNBC on Tumblr: http://on.msnbc.com/LeanWithmsnbcDonald Trump Damages US Soft Power With Remarks | Morning Joe | MSNBC","MSNBC","yTy6p7ceCSk"
"132",0,"A Movement Away From The Confederacy For Some As Trump Remains A Holdout | Morning Joe | MSNBC","The president says his administration won't consider renaming military bases named for Confederate generals, despite his own top military aides stating they were open to the idea. The Morning Joe panel discusses. Aired on 06/11/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcA Movement Away From The Confederacy For Some As Trump Remains A Holdout | Morning Joe | MSNBC","MSNBC","mbMAR4r-fMs"
"133",0,"Scathing: Senior Trump Admin. Official Reveals Secret Resistance | The Beat With Ari Melber | MSNBC","An anonymous senior official within the Trump administration has written a scathing op-ed in The New York Times, alleging that there is a secret resistance within the administration that has “vowed to do what they can to preserve” Democratic institutions and to thwart “Trump’s more misguided impulses until he is out of office”. The Washington Post’s Eugene Robinson tells Ari Melber he would be “shocked” if the op-ed were not written by someone “high-ranking”, while The Atlantic’s David Frum argues that the op-ed has made “the situation” within the administration “worse”.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcAbout: MSNBC is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcScathing: Senior Trump Admin. Official Reveals Secret Resistance | The Beat With Ari Melber | MSNBC","MSNBC","AsCvk5ytH50"
"134",0,"'No One Is Trying To Re-Write History': Congressman On Renaming Bases | Morning Joe | MSNBC","Rep. Anthony Brown, D-MD., weighs in on an apology from Mark Milley, chairman of the Joint Chiefs of Staff, for his role in President Donald Trump's church photo op. Rep. Brown also discusses renaming U.S. Military bases. Aired on 06/12/2020» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc'No One Is Trying To Re-Write History': Congressman On Renaming Bases | Morning Joe | MSNBC","MSNBC","aD5b2O6Ncqc"
"135",0,"Federal Government Derelict In Nursing Home Coronavirus Response | Rachel Maddow | MSNBC","Dr. David Grabowski, health care policy professor at Harvard Medical School, talks with Rachel Maddow about the frustrating shortfalls in the federal response to nursing home deaths from COVID-19. Aired on 6/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFederal Government Derelict In Nursing Home Coronavirus Response | Rachel Maddow | MSNBC","MSNBC","jb9gNl9OvJs"
"136",0,"NYT Op-Ed Continues Mood Set Forth By John McCain | Morning Joe | MSNBC","An anonymous NYT op-ed, which the paper said was written by a senior administration official, asserted that appointees, serving at the highest levels of the Trump administration, have worked to 'thwart parts of his agenda and his worst inclinations.'» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcAbout: MSNBC is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcNYT Op-Ed Continues Mood Set Forth By John McCain | Morning Joe | MSNBC","MSNBC","jnfAjD_qE3Q"
"137",0,"TN Police Officers Watch Man Drown After Pursuit | Hallie Jackson | MSNBC","Newly released body camera footage shows Tennessee police officers watching and taunting as a man they were pursuing, 24 year old Johnny Baldwin, drowns to death. The Baldwin family attorney Lance Northcutt joins Ayman Mohyeldin to demand justice for Johnny after he says officers made a 'calculated decision to let' him die. Aired on 06/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcTN Police Officers Watch Man Drown After Pursuit | Hallie Jackson | MSNBC","MSNBC","9U2xd18CYxI"
"138",0,"Fmr. NYPD Detective Says Unions Contribute To ‘Toxic Police Culture’ | The Last Word | MSNBC","Marq Claxton, director of the Black Law Enforcement Alliance, explains how police unions gained power over department discipline and operational issues. He tells Ali Velshi that amid outcry and protests, that influence won’t remain because “times are changing and reform is in the air.” Aired on 6/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFmr. NYPD Detective Says Unions Contribute To ‘Toxic Police Culture’ | The Last Word | MSNBC","MSNBC","zYLZ9uW2mFY"
"139",0,"Dr. Gupta: We Aren't Flattening The Curve; The Curve Is Re-Expanding | Morning Joe | MSNBC","Surgeon General Jerome Adams in a public statement on Thursday stated the national coronavirus curve was flattening but that COVID-19 has not gone away. Drs. Vin Gupta and Dave Campbell discuss the surgeon general's remarks. Aired on 06/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcDr. Gupta: We Aren't Flattening The Curve; The Curve Is Re-Expanding | Morning Joe | MSNBC","MSNBC","kzZFDGvQQ4E"
"140",0,"Despite Dire Death Toll, Trump Admin Still Failing Nursing Homes | Rachel Maddow | MSNBC","Rachel Maddow reports on the poor job the Trump administration has done in tracking coronavirus cases in nursing homes and providing facilities with much needed equipment, even though nursing homes are where COVID-19 has been causing the most death since its beginnings in the U.S. Aired on 6/12/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcDespite Dire Death Toll, Trump Admin Still Failing Nursing Homes | Rachel Maddow | MSNBC","MSNBC","PV5cbChAT20"
"141",0,"Considering Ronald Reagan While Discussing Donald Trump And Race | Morning Joe | MSNBC","On Martin Luther King Day for 2018, the panel discusses Donald Trump's recent remarks about Haiti, African countries and not being racist. The panel compares and contrasts Trump's remarks with that of Ronald Reagan.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcAbout: MSNBC is the premier destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Reaching more than 95 million households worldwide, MSNBC offers a full schedule of live news coverage, political opinions and award-winning documentary programming -- 24 hours a day, 7 days a week.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Google+: http://on.msnbc.com/PlusmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFollow MSNBC on Tumblr: http://on.msnbc.com/LeanWithmsnbcConsidering Reagan While Discussing Donald Trump And Race | Morning Joe | MSNBC","MSNBC","MP7dGqYl9R8"
"142",0,"Trump Rescheduling June 19 Rally 'Out Of Respect' For Juneteenth | MSNBC","Facing a fierce backlash for planning a rally in Tulsa, Oklahoma - a city with a fraught history on racial unrest - on June 19 - an important anniversary in America's Civil Rights movement - the president announced he will instead move the rally to June 20. Baratunde Thurston joins to discuss.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://http://MSNBC.com/NewslettersYo...Find MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcTrump Rescheduling June 19 Rally 'Out Of Respect' For Juneteenth | MSNBC","MSNBC","_0wMHvQrQG8"
"143",0,"How Colin Kaepernick Started A National Movement Years Before George Floyd's Death | MSNBC","President Trump warning NFL Commissioner Roger Goodell players would be ""disrespecting"" the country if they kneel during the national anthem in protest to police brutality. The warning comes after Goodell admits he was ""wrong"" on the protests. MSNBC's Stephanie Ruhle reports on how Colin Kaepernick came up with the idea to kneel and gets reaction from former NFL player Donte Stallworth who says the NFL “had an opportunity” to defend its players before, but “instead chose to stand with the President of the United States against its own players.” As Goodell now admits he was “wrong,” Stallworth says “words are good start” and hopes the league will now “shield the players from the President.” (This interview is from MSNBC’s “The Beat with Ari Melber, a news show covering politics, law and culture airing nightly at 6pm ET on MSNBC. http://www.thebeatwithari.com). Aired on 6/8/2020.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcHow Colin Kaepernick Started A National Movement Years Before Floyd's Death | MSNBC","MSNBC","mMGrEXhoRhU"
"144",0,"Full Interview: Edward Snowden On Trump, Privacy, And Threats To Democracy | The 11th Hour | MSNBC","On the eve of his memoir 'Permanent Record' being published, NSA whistleblower Edward Snowden talked at length from Moscow with MSNBC's Brian Williams in an exclusive interview. This is their discussion in its entirety, edited down slightly for clarity. Aired on 9/17/2019.» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbcMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.Connect with MSNBC OnlineVisit msnbc.com: http://on.msnbc.com/ReadmsnbcSubscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTubeFind MSNBC on Facebook: http://on.msnbc.com/LikemsnbcFollow MSNBC on Twitter: http://on.msnbc.com/FollowmsnbcFollow MSNBC on Instagram: http://on.msnbc.com/InstamsnbcFull Interview: Edward Snowden On Trump, Privacy, And Threats To Democracy | The 11th Hour | MSNBC","MSNBC","e9yK1QndJSM"
