"","binary","title","description","channel","id"
"454",1,"Student ejected for telling professor there are only 2 genders","Religious studies major barred from Christianity class at Indiana University of Pennsylvania for saying there are only two genders. #TuckerFOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most watched television news channel for more than 15 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://www.youtube.com/user/FoxNewsC...Watch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/ Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight http://video.foxnews.com/playlist/lon...Hannity http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","XgsqLLYy3JA"
"455",1,"Shapiro reacts as actor apologizes for pro-Shapiro tweet","Actor Mark Duplass faces backlash for posting a tweet in support of Ben Shapiro; Shapiro responds on 'The Story with Martha MacCallum.'FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most watched television news channel for more than 15 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://www.youtube.com/user/FoxNewsC...Watch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/ Watch full episodes of your favorite showsThe Five :http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight http://video.foxnews.com/playlist/lon...Hannity http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","WNh5anL1Qmw"
"456",1,"Ben Shapiro talks brutal Twitter feud with Rosie O'Donnell","Conservative commentator says he's testing Twitter to see if its policies on harassment are fair and balanced.","Fox News","FkevH42sEl4"
"457",1,"Candace Owens: The left has become desperate","Turning Point USA's Candace Owens speaks out on 'Watters' World' after her exchange with Rep. Ted Lieu that broke an online viewing record.FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","J77YacAk_bE"
"458",1,"Shapiro sounds off on Ocasio-Cortez Twitter exchange","Ben Shapiro reacts on 'Your World' after Alexandria Ocasio-Cortez compares his debate challenge to a 'catcall.'FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most watched television news channel for more than 15 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://www.youtube.com/user/FoxNewsC...Watch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/ Watch full episodes of your favorite showsThe Five :http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight http://video.foxnews.com/playlist/lon...Hannity http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","vEDLb_TWJSo"
"459",1,"Rep. Omar called out by son of 9/11 victim during memorial ceremony","'Squad' member Rep. Ilhan Omar is called out for her 'some people did something' comment. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha MacCallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","Y3GT7WTYRFg"
"460",1,"Shapiro on Ocasio-Cortez claiming to have Jewish heritage","Democratic Congresswoman-elect Alexandria Ocasio-Cortez surprises a crowd at a Hanukkah event by saying she has Jewish heritage; reaction from Ben Shapiro, editor-in-chief of The Daily Wire. FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most watched television news channel for more than 16 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","ONuHCHks1yQ"
"461",1,"Gutfeld: This is what passes for free speech on campus","Student throws temper tantrum","Fox News","3Af0ltDmqiU"
"462",1,"Shapiro reacts to Jussie Smollett's NAACP award nomination","The Daily Wire editor-in-chief Ben Shapiro weighs in on the fallout from the 'Empire' actor's scandal. #TheStory #MarthaMacCallum #FoxNewsFOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","zcjSeJ7zGvs"
"463",1,"Ben Shapiro blasts The New York Times' reporting on Kavanaugh","Editor-in-chief of The Daily Wire and talk radio host Ben Shapiro weighs in on 'Fox & Friends.' #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most-watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha MacCallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","H86GWyrM3zE"
"464",1,"Ben Shapiro on slavery reparations and 2020 Democrats","The Daily Wire editor-in-chief Ben Shapiro weighs in on the role of race in today's politics. #TheStory #MarthaMacCallum #FoxNewsFOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most watched television news channel for more than 16 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/ Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight http://video.foxnews.com/playlist/lon...Hannity http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","chwixSkaF6c"
"465",1,"Chris Rock slams Jussie Smollett at the NAACP Image Awards","Chris Rock makes fun of Jussie Smollett, who didn't attend the NAACP Image Awards. Also, criminal defense attorney Steven Greenberg breaks down Cook County State's Attorney Kim Foxx's decision to drop all charges against Jussie Smollett.FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","Vd4gxvkP3MQ"
"466",1,"Ocasio-Cortez lashes out at unflattering likability poll","A new poll claims 44% of Americans have an 'unfavorable' view of Rep. Alexandria Ocasio-Cortez. The freshman Democrat responds by claiming Republicans, Fox News 'otherize' and 'demonize' anyone who is not a white male. #Tucker #FoxNewsFOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","UTyQs5Gc0zo"
"467",1,"Tucker sounds off on new Jussie Smollett developments","Tucker: Hate hoaxes make ethnic groups fear and distrust each other. #Tucker #FoxNewsFOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most watched television news channel for more than 16 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/ Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight http://video.foxnews.com/playlist/lon...Hannity http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","ue5i_9b7Bm4"
"468",1,"Veteran responds to Omar’s criticism of 'Black Hawk Down' soldiers","In a resurfaced tweet, Rep. Ilhan Omar claims U.S. forces killed 'thousands' of Somalis during the 1993 mission; reaction from retired Sergeant Major Kyle Lamb, who fought in the Battle of Mogadishu. FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","WmVEHct6r_g"
"469",1,"Dr. Qanta Ahmed: Rep. Omar is a disgrace to Islam","Council on Foreign Relations member Dr. Qanta Ahmed weighs in on Rep. Ilhan Omar's controversial comments and her role as a representative of the Islamic faith. #Ingraham #FoxNews  FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","4o-RL7yqV6Y"
"470",1,"Former Secret Service agent exposes Hillary Clinton","On 'Fox & Friends,' Gary Byrne's book, 'Crisis of Character,' provides an inside look into the Clinton White House","Fox News","Az33CK79b_Q"
"471",1,"Tucker shreds AOC for demanding relief money go to illegal immigrants","Rep. Alexandria Ocasio-Cortez denounces the massive coronavirus economic stimulus bill, because it leaves out illegal immigrants. #FoxNews #TuckerFOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most-watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha MacCallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","JhqA9mx3-sQ"
"472",1,"Gutfeld: Liberal reporter tries to out Robert Downey Jr.","'Avengers' star walks out of interview when questions veered toward embarrassing scandalWatch Eric Bolling, Greg Gutfeld, Juan Williams, and Kimberly Guilfoyle on Gutfeld and The Five.","Fox News","wtLJfVzsIfM"
"473",1,"Hannity: Democrats rigging the system","Democrats push to change Supreme Court system, abolish Electoral College. #Hannity #FoxNewsFOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","CxqH30iI-fc"
"474",1,"Tucker: How did Maxine Waters afford $4.3M mansion?","Sen. Bernie Sanders' wife is under investigation for allegedly making fraudulent claims while trying to secure financing for the college she once led. Attorney Brady Toensing wrote the letter that sparked the probe, and he talks to #Tucker","Fox News","cg-1E2AoE_w"
"475",1,"Ocasio-Cortez mocked for 'accent' at Sharpton event","Freshman Democrat Alexandria Ocasio-Cortez defends herself after critics accuse her of using a fake accent while speaking to a predominantly black audience. Reaction and analysis from SteynOnline.com's Mark Steyn on 'Tucker Carlson Tonight.' #Tucker #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","gOuotnPP4h8"
