title,genre,views,likes,dislikes,description,duration,datePublished,uploadDate,key,channel,channel_url,channel_id,recommendations,id
WATCH LIVE: CLOSING ARGUMENTS FOR SABRINA LIMON TRIAL,News & Politics,25325,93,22,The prosecution and defense have rested after 3 weeks of testimonies. Now they begin their closing arguments.,PT430M3S,2017-10-03,2017-10-03,11143,23 ABC News | KERO,/channel/UCaWhMr24lXlBatWGMh9yAdg,UCaWhMr24lXlBatWGMh9yAdg,20,POvJWb2-nMM
Elvis Presley as remembered by Bill Medley,Music,367370,"2,801",70,"Bill Medley was born in Los Angeles. He met his singing partner Bobby Hatfield while attending California State University, Long Beach. The pair began singing as a duo in 1962. Their first single was ""Little Latin Lupe Lu""; their first hit  was ""You've Lost That Lovin' Feelin'"", produced by Phil Spector in 1964. Follow-up hits included ""Ebb Tide"", ""(You're My) Soul and Inspiration"" and ""Unchained Melody"".Join the Music Starts Here Community. Truly a hidden gem for anyone who is a music creator. Whether you live in Nashville or anywhere else in the world… Music Starts Here is like a personal GPS for your music career. It’s the place to be if you want to get advice or direction from some seriously talented musical people who have been where you want to go. Music news, events, ebooks, podcasts, video training and a great big community with resources for artists, songwriters, musicians, studio and tech along with music business advice from pros in the industry ALL ON ONE SITE. Get Your FREE Profile now at: http://www.musicstartshere.org/sign-u...  PLUG-IN & AMPLIFY YOURSELF!!!————————————————————————Website - http://www.musicstartshere.org/sign-u... (Join Free)Instagram - http://www.instagram.com/musicstartshere (Follow)FaceBook - http://www.facebook.com/MusicStartsHere (Like & Follow)Twitter - https://twitter.com/msh_nashville (Follow)————————————————————————--------------------------------------------------------------------Become A Patreon Member / Contributor: http://www.patreon.com/musicstartshere ————————————————————————Since 2010, MusicStartsHere has dedicated itself to the growth and support of the music ""do""ers worldwide within a one-of-a-kind music community. With over two decades of collective ""boots on the ground"" experience in the music business community, we have fostered thousands of diverse relationships. MusicStartsHere provides flexible and customized solutions for connecting you and your goals to the exact ""dots"" that you have been looking for.MusicStartsHere was created with the purpose of informing, educating, and connecting those in the music and entertainment industries. With so many specific facets of the industry, we set out with the mission of connecting all the dots. From the singer/songwriter, to the A&R executive, to the video producer, to the guys behind the boards in the studio, MusicStartsHere hopes to bring real value to everyone in the music community. MusicStartsHere is an online resource, marketplace, and gathering square for like-minded individuals to work, earn, inspire, and create together.Our Vision & MissionTo Engage and EnrichTo Innovate and InspireTo Connect and ChallengeTo Equip and ElevateTo Cultivate and Celebratethe Music Creators of The WorldPromise To Our MembersTo persistently provide and present the most relevant, comprehensive, music-centric resources and community platforms that consistently streamline, enrich and exponentially elevate the efforts of every music dreamer, lover and creator in Nashville and the rest of the planet.The nature and culture of MusicStartsHere is a collaborative one, that understands that success can't be reached alone. By sponsoring local events, allowing industry professionals to solicit their services, and offering a venue for singer/songwriters or producers to showcase their music catalogs, MusicStartsHere has provided the ""ultimate sandbox"" allowing each member an opportunity to build their own sand castles of creativity and success to help them on their personal journey through this crazy adventure better known as the music business...",PT9M44S,2010-06-23,2010-06-23,111243,Music Starts Here - Subscribe Now,/channel/UCFCHzSbCzvvKwym0Gd-bXgQ,UCFCHzSbCzvvKwym0Gd-bXgQ,19,-QDjdSyfJFs
"School Shooting Suspect 'Stands Mute' In Court, Facing Death Penalty",News & Politics,8447614,"63,491","3,529",CBS Miami's Carey Codd reports on the latest court appearance by confessed Marjory Stoneman Douglas High School shooter Nikolas Cruz.,PT3M10S,2018-03-14,2018-03-14,11234,CBS Miami,/channel/UCXJryYh6xcW5iEeJGzK191A,UCXJryYh6xcW5iEeJGzK191A,20,npnH0_natfs
"FATS DOMINO LIVE {1986} With Jerry Lee Lewis, Ray Charles, Ron Wood, Paul Shaffer",People & Blogs,152838,"1,749",60,FATS DOMINO LIVE,PT33M14S,2018-10-07,2018-10-07,111224,nan,/channel/UChBXFJpswQ8c8ya0thu_Yyw,UChBXFJpswQ8c8ya0thu_Yyw,19,yzlGPZzb5jE
"92-year-old homeowner shoots, kills intruder",News & Politics,277581,"4,477",87,"The homeowner, Earl Jones, 92, was awakened and grabbed his .22 caliber rifle.",PT2M24S,2012-09-03,2012-09-03,112441,WLWT,/channel/UCkr9qZ5tj9dGd7JvE3a8X4Q,UCkr9qZ5tj9dGd7JvE3a8X4Q,20,rmWVZNZF9kE
Serial Killer 'Grim Sleeper' Sentenced to Death,News & Politics,940437,"8,016",397,"A serial killer known as the Grim Sleeper was sentenced to death Wednesday for the murders of nine women and a teenage girl that went unsolved for years as the body count grew in a poor area of Los Angeles haunted by crack cocaine. (Aug. 10)Subscribe for more Breaking News: http://smarturl.it/AssociatedPressGet updates and more Breaking News here: http://smarturl.it/APBreakingNewsThe Associated Press is the essential global news network, delivering fast, unbiased news from every corner of the world to all media platforms and formats.AP’s commitment to independent, comprehensive journalism has deep roots. Founded in 1846, AP has covered all the major news events of the past 165 years, providing high-quality, informed reporting of everything from wars and elections to championship games and royal weddings. AP is the largest and most trusted source of independent news and information.Today, AP employs the latest technology to collect and distribute content - we have daily uploads covering the latest and breaking news in the world of politics, sport and entertainment. Join us in a conversation about world events, the newsgathering process or whatever aspect of the news universe you find interesting or important. Subscribe: http://smarturl.it/AssociatedPresshttp://www.ap.org/https://plus.google.com/+AP/https://www.facebook.com/APNewshttps://twitter.com/AP",PT1M52S,2016-08-10,2016-08-10,112333,Associated Press,/channel/UC52X5wxOL_s5yw0dQk7NtgA,UC52X5wxOL_s5yw0dQk7NtgA,20,74a6E3VPMHw
Jimmy Rodgers murder trial: Jeffrey Conway of Doe Run Company,News & Politics,3891,15,1,"Conway says Rodgers used to work for him as a subcontractor and Rodgers would work at the Doe Run company. He was part of a cleanup crew, says Conway.",PT38M55S,2019-10-14,2019-10-14,111122,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,mKaTqP0rXcM
Judge sentences Adam Matos to life in prison,News & Politics,1572900,"10,867",616,A judge sentenced convicted quadruple murderer Adam Matos to live out the rest of his days behind bars.,PT4M41S,2017-11-21,2017-11-21,11323,ABC Action News,/channel/UCK0UUsCjtMRNtS3BPh1Yc4w,UCK0UUsCjtMRNtS3BPh1Yc4w,20,WslQ46kKGlI
"Crime Beat: Farah Khan, a city’s lost child | Ep 2",News & Politics,1219172,"8,445",671,"Dismembered remains are discovered. They belong to a child. But whose? Alan Carter returns to the scene of the crime 20 years later, reuniting with the lead detective and a community that came together in grief.Crime Beat is a true crime series that takes viewers deep into some of Canada’s most infamous criminal cases. Based on the highly successful podcast hosted by Nancy Hixt, Crime Beat showcases the best investigative crime reporting from the Global News reporters who covered the stories in real time. Using extensive archives and intimate family interviews, each week Crime Beat reveals new details that go beyond the news headlines: giving a voice to victims and their families, unraveling how each case was solved, and exploring lasting impacts on the community and justice system.For more info, please go to https://globalnews.ca/news/6657759/cr...Subscribe to Global News Channel HERE: http://bit.ly/20fcXDcLike Global News on Facebook HERE: http://bit.ly/255GMJQFollow Global News on Twitter HERE: http://bit.ly/1Toz8mtFollow Global News on Instagram HERE: https://bit.ly/2QZaZIB#GlobalNews",PT45M16S,2020-03-21,2020-03-21,113141,Global News,/channel/UChLtXXpo4Ge1ReTEboVvTDg,UChLtXXpo4Ge1ReTEboVvTDg,20,C8HJ9R3PMAk
Dynel Lane's defense attorneys question Michelle Wilkins,News & Politics,80950,229,12,"Lane is accused of cutting Wilkins' baby from her body in Lane's Boulder County home.◂The Denver Channel, 7News, brings you the latest trusted news and information for Denver, Colorado, Mile High and the Rocky Mountains.Our mission is to provide useful, interesting news and updates on breaking news to people in the Denver metro area, all across our beautiful state of Colorado and all over the world.For more download the 7News mobile app:iPhone:  http://bit.ly/iOS-kmghAndroid:  http://bit.ly/kmgh-android",PT3M46S,2016-02-17,2016-02-17,113243,Denver7 – The Denver Channel,/channel/UC-2MJlKSq9_pYk5-bdvMhnw,UC-2MJlKSq9_pYk5-bdvMhnw,20,OV5LEPqK9wo
Teen screams during bond hearing,News & Politics,8086643,"72,767","2,778",A Volusia County judge denied bond Sunday for a man accused of murdering his two roommates.,PT2M24S,2018-12-10,2018-12-10,112341,WKMG News 6 ClickOrlando,/channel/UCjpzEgbbDUg4YC6vpSrzsyg,UCjpzEgbbDUg4YC6vpSrzsyg,20,uzKT50sYHtQ
Ripples of Columbine,Nonprofits & Activism,223667,"2,631",111,Survivors and families explain how the shooting at Columbine High School has impacted their lives for 20 years.,PT26M46S,2019-04-18,2019-04-18,112311,Rocky Mountain PBS,/channel/UCaXsK6jf0AddIiYEjYmzVWw,UCaXsK6jf0AddIiYEjYmzVWw,20,BXPfePcxaZw
"Baby cut from womb: Dr. Brian Nelson, OBGYN testifies during 2nd day of Dynel Lane trial",News & Politics,137691,496,37,"""One of the emergency department nurses saw me, she kind of gave me a quick story that Dynel apparently had delivered a pre-term baby at home. The placenta, she had said, was still attached to the baby,"" Dr. Brian Nelson testified. ""They had already pronounced the baby dead.""2.17.16 9:30 a.m.◂The Denver Channel, 7News, brings you the latest trusted news and information for Denver, Colorado, Mile High and the Rocky Mountains.Our mission is to provide useful, interesting news and updates on breaking news to people in the Denver metro area, all across our beautiful state of Colorado and all over the world.For more download the 7News mobile app:iPhone:  http://bit.ly/iOS-kmghAndroid:  http://bit.ly/kmgh-android",PT7M15S,2016-02-18,2016-02-18,11324,Denver7 – The Denver Channel,/channel/UC-2MJlKSq9_pYk5-bdvMhnw,UC-2MJlKSq9_pYk5-bdvMhnw,20,3ejtxirqWL4
Jimmie F. Rodgers - Intro & Medly,Music,6078,63,3,I Do Not Own The Rights For This.,PT7M13S,2010-04-14,2010-04-14,111221,PeterRabbit59,/channel/UCOCBrvxMUaZ9ea5490a5isg,UCOCBrvxMUaZ9ea5490a5isg,19,Xni8gLvms_w
The Gisele MacKenzie Show presents Jimmie Rodgers singing Oh Oh I'm Falling in Love Again,Music,6579,,,"Jimmie Rodgers sang his current hit, Oh Oh I'm Falling in Love Again, on the March 15, 1958, live broadcast of NBC-TV's ""The Gisele MacKenzie Show"".",PT3M1S,2014-08-29,2014-08-29,111223,VideosTimes2,/channel/UCngEuLm1Ue3i3dsOsHS55aw,UCngEuLm1Ue3i3dsOsHS55aw,19,Wks9qmvaPTE
"Baby cut from womb: Prosecution in Dynel Lane trial presents closing arguments, Part 4",News & Politics,26544,109,10,"Closing arguments in the case against the woman accused of attacking a pregnant Longmont woman and cutting the unborn baby from her womb are now underway.The defense rested its case Friday without calling a single witness.We have a reporter and a camera in court. Please refresh this page for updates to the following live blog.BLOG FROM COURT - Day 4 of Dynel Lane trial:Court resumed at 9 a.m. and Boulder District Judge Maria Berkenkotter read instructions to the jury.""You must not be motivated by◂The Denver Channel, 7News, brings you the latest trusted news and information for Denver, Colorado, Mile High and the Rocky Mountains.Our mission is to provide useful, interesting news and updates on breaking news to people in the Denver metro area, all across our beautiful state of Colorado and all over the world.For more download the 7News mobile app:iPhone:  http://bit.ly/iOS-kmghAndroid:  http://bit.ly/kmgh-android",PT4M48S,2016-02-22,2016-02-22,113241,Denver7 – The Denver Channel,/channel/UC-2MJlKSq9_pYk5-bdvMhnw,UC-2MJlKSq9_pYk5-bdvMhnw,20,VrsZqyUxsfI
Cold Case: Man finds evidence from an unsolved murder in a storage locker in Cañon City,News & Politics,678908,"6,365",426,"Rick Ratzlaff's discovery of evidence from a cold-case murder of 17-year-old Candace Hiltz in a storage locker he bought in an auction led to the suspension of a sheriff’s lieutenant who had previously rented the storage shed, triggered an investigation by the Colorado Bureau of Investigation and emboldened the victim’s mother, Delores Hiltz, to speak openly about her long-held belief that the Fremont County sheriff’s office grossly bungled the investigation into her daughter’s murder — and possibly covered it up.Video by Katie Wood, The Denver PostRead the story: http://dpo.st/2ldvaHc___________Subscribe on YouTube: http://dpo.st/youtubesubWatch more Denver Post videos: http://denverpost.com/videoFacebook: http://facebook.com/denverpostInstagram: http://instagram.com/denverpostTwitter: http://twitter.com/denverpost",PT6M9S,2017-04-13,2017-04-13,112443,The Denver Post,/channel/UCDlkrCpxEOO1qLwCs_Br_Wg,UCDlkrCpxEOO1qLwCs_Br_Wg,20,M1sLQAb_zBo
Jimmy Rodgers Trial - Defense Closing Argument,Education,12733,97,16,Jimmy Rodgers Trial - Defense Closing Argument#JimmyRodgersTrial #SieversTrial #TeresaSievers,PT100M35S,2019-10-21,2019-10-21,111144,Law & Crime Network,/channel/UCz8K1occVvDTYDfFo7N5EZw,UCz8K1occVvDTYDfFo7N5EZw,20,H-2v33vVgcY
Mark Sievers Makes Statement In Court,News & Politics,37755,246,76,,PT1M54S,2020-01-03,2020-01-03,111114,NBC2 News,/channel/UCIYVU7fPs_n6gJIBso3ryeg,UCIYVU7fPs_n6gJIBso3ryeg,20,mEDSHCfSu44
Man sentenced to life in prison for deadly crash,News & Politics,10486,74,10,A 40-year-old man has been sentenced to life in prison after being convicted of causing a deadly crash. https://fox8.com/2019/12/02/sentencin...,PT1M56S,2019-12-02,2019-12-02,111133,FOX 8 News Cleveland,/channel/UCqk7J74c0gWpV9p7eVglFZw,UCqk7J74c0gWpV9p7eVglFZw,20,GdImEYjBUyY
Jimmy Rodgers murder trial: First responder to murder scene is questioned,News & Politics,9970,64,3,Lt. Adam Hughes of Bonita Springs Fire describes what he saw when they arrived at the murder scene.,PT7M27S,2019-10-10,2019-10-10,111132,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,EAuqpYM-5zM
"After breakup, teen claims he was kidnapped and left in ditch: Part 2",News & Politics,3110157,"16,440","2,642","And while home alone, Emma Walker is scared by unknown man in black ringing her doorbell.WATCH THE FULL EPISODE OF 20/20:https://bit.ly/2MFiUbW",PT5M45S,2018-09-15,2018-09-15,113121,ABC News,/channel/UCBi2mrWuNuyYy4gbM6fU18Q,UCBi2mrWuNuyYy4gbM6fU18Q,20,6GHrcHGku0c
Watch the judge sentence Jodi Arias to life,News & Politics,5798001,"24,156","1,566","Jodi Arias was sentenced to life in prison Monday for the gruesome 2008 murder of her ex-boyfriend Travis Alexander.Maricopa County Judge Sherry Stephens could have sentenced Arias to life with the possibility of early release after 25 years, but decided the convicted killer should spend the rest of her life behind bars. For more information please visit http://www.hlntv.com/video/2015/04/13...",PT1M51S,2015-04-13,2015-04-13,113421,HLN,/channel/UCyAN55vvo8odHHg7QY1pf5w,UCyAN55vvo8odHHg7QY1pf5w,20,HuJfgWrGnmI
"'You said you wanted to kill him,' said judge sentencing teen for arson",Sports,401145,"5,009",181,Video from WLNS as Circuit Judge John McBain sentences Damion Hopkins on first degree arson charges.,PT2M51S,2015-04-08,2015-04-08,113331,MLive,/channel/UClmFQfVyDvdtCralM-Oo_mw,UClmFQfVyDvdtCralM-Oo_mw,20,wxM3I8uEptc
Remarkable Reunions: 8 Stories of Loved Ones Finding Each Other | ABC News Remix,News & Politics,2389425,"32,470",690,In celebration of the twin sisters that were reunited on GMA - here are a few more remarkable reunions stories that have pulled at our heart strings. For more: http://abcnews.go.com/Lifestyle/twin-...SUBSCRIBE to ABC NEWS: https://www.youtube.com/ABCNews/Watch More on http://abcnews.go.com/LIKE ABC News on FACEBOOKhttps://www.facebook.com/abcnewsFOLLOW ABC News on TWITTER:https://twitter.com/abcGOOD MORNING AMERICA'S HOMEPAGE:https://gma.yahoo.com/,PT14M28S,2017-01-18,2017-01-18,112421,ABC News,/channel/UCBi2mrWuNuyYy4gbM6fU18Q,UCBi2mrWuNuyYy4gbM6fU18Q,20,2nG6HBudq9k
The Lost Orphan: Mirela's Story (Full Documentary) | Real Stories,Film & Animation,534281,"3,540",275,"One summer, presenter Natalie Pinkham worked in a Romanian orphanage, where she developed a special bond with one of the children, Mirela. Twelve years later, Natalie has decided to try to track down the youngster to see where life's journey has taken her.Want to watch more full-length Documentaries? Click here: http://bit.ly/1GOzpIuFollow us on Twitter for more - https://twitter.com/realstoriesdocsFacebook - https://www.facebook.com/RealStoriesC...Instagram - @realstoriesdocsContent licensed from DCD Rights. Any queries, please contact us at:owned-enquiries@littledotstudios.comProduced by Popkorn TV",PT45M0S,2015-10-17,2015-10-17,113212,Real Stories,/channel/UCu4XcDBdnZkV6-5z2f16M0g,UCu4XcDBdnZkV6-5z2f16M0g,20,qkmf5Dkmujg
10 Unforgettable Courtroom Moments,Music,1412613,"8,792","1,106","If you're new, Subscribe! → http://bit.ly/subscribe-loudwireRock wouldn't be rock without some legal issues...Go here → http://loudwire.com/Like us → https://www.facebook.com/LoudwireFollow us → https://twitter.com/LoudwireGet our newsletter → http://loudwire.com/newsletter/",PT6M35S,2017-07-31,2017-07-31,113411,Loudwire,/channel/UC8mnXeOlR9hC2w8aYqY9WNQ,UC8mnXeOlR9hC2w8aYqY9WNQ,20,96hO9wBNYww
Watch Jodi Arias' reaction as guilty verdict is read,News & Politics,9395011,"21,098","2,444",Arias convicted of first-degree murder of her one-time boyfriend,PT3M12S,2013-05-08,2013-05-08,11342,Fox News,/channel/UCXIJgqnII2ZOINSWNOGFThA,UCXIJgqnII2ZOINSWNOGFThA,20,fLwJcVXYyUo
Full testimony: Taylor Shomaker takes the stand in the Mark Sievers trial,News & Politics,6836,32,8,"Shomaker took the stand for nearly an hour on December 2nd, 2019 to testify against Mark Sievers, who is accused of hiring two men to kill his wife..",PT53M23S,2019-12-02,2019-12-02,111113,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,GY9NkXteAwU
Story Behind the Song: 'In the Ghetto',News & Politics,160320,"3,223",65,Story Behind the Song: 'In the Ghetto',PT10M56S,2016-10-03,2016-10-03,111242,Tennessean,/channel/UCO1tkfdelXlxJdY1lmKQvfQ,UCO1tkfdelXlxJdY1lmKQvfQ,20,WGSnTfRJlCY
Potential Predator Approaches Teen Girl  | What Would You Do? | WWYD,People & Blogs,27547569,"359,094","6,448","A 15-year-old girl is approached by an older man who invites her back to his home to play music.Watch new WWYD episodes on Tuesday at 10/9c on ABC (starting Jan 26)! ►https://www.youtube.com/watch?v=SUlwc...Subscribe to WWYD ► http://bit.ly/WWYDSubsCheck out some of the Best WWYD? Episodes ► https://www.youtube.com/watch?v=Htytu...Follow What Would You Do? across the web!Facebook: https://www.facebook.com/wwyd Twitter: https://twitter.com/WWYDABC Instagram: https://instagram.com/wwydabc/ What would you do when you think no one is watching? What Would You Do? (WWYD?) explores the varying answers with the help of hidden cameras capturing individuals who have been placed within seemingly everyday situation that quickly go ary. The individuals on this hidden camera show are forced to make tough calls when directly faced with situations of racism, violence, hate crimes, and other hot button cultural issues. Catch John Quinones reporting on these individuals as they make split-second decisions to intervene or mind their own business. WWYD? airs Friday nights at 9|8c on ABC. What Would You Do? (WWYD) is a hidden camera show, hosted by ABC News correspondent John Quinones, in which unknowing bystanders are placed in uncomfortable, and often compromising real world scenarios in public. WWYD’s hidden cameras focus on the average person’s responses and reactions to these issues of social responsibility. Topics such as gay couples being affectionate in public, date rape, racism and racial profiling, interracial couples, abusive parents, drunk driving, and harassment of the homeless are touched upon in this series. What will you do? Would you choose to intervene in these situations? Watch and join the discussion.",PT10M3S,2016-02-10,2016-02-10,112432,What Would You Do?,/channel/UCwdo8-3UrfZ9scHPl0m4Ysg,UCwdo8-3UrfZ9scHPl0m4Ysg,19,YdqRLuYkYDk
Grand Ol Opry 1956,Music,177681,"1,445",87,"Roy Acuff, June Carter and Little Jimmie Dickens from 1956Public Domain",PT59M39S,2017-12-14,2017-12-14,111233,JD Crafton,/channel/UC0vlq46bby6YZNzoEelRR7g,UC0vlq46bby6YZNzoEelRR7g,19,OkTuZQ4T3Gs
Curtis Wright testifies against best friend Mark Sievers (Part 2),News & Politics,189293,707,123,"On November 21, 2019, Curtis Wright provided testimony that Mark Sievers hired him and Jimmy Rodgers to kill Teresa Sievers in 2015.",PT79M37S,2019-11-22,2019-11-22,111111,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,fpuUbo-3QDo
Only Yesterday: The Carpenters' Story,Entertainment,4574624,"32,041","1,471","2007 documentary about brother and sister duo the Carpenters, one of the biggest-selling pop acts of the 1970s, but one with a destructive and complex secret that ended in tragedy with Karen Carpenter's untimely death at 32. Featuring behind-the-scenes footage and interviews with Richard Carpenter, family and friends.No copyright infringement intended. All materials used are the property of their respective owners.",PT59M31S,2016-02-11,2016-02-11,111213,newvillefan,/channel/UCdgA_CSU0TzgAJe-P7QEQ3g,UCdgA_CSU0TzgAJe-P7QEQ3g,20,2t97I-pBIEk
Killer Nathan Gervais laughs as he's found guilty of murder in Alberta,News & Politics,657810,"4,349",265,"Nathan Gervais smiled and laughed in the prisoner’s box when a Calgary judge found him guilty of murder.Subscribe to CTV News to watch more videos: https://www.youtube.com/ctvnewsConnect with CTV News:For the latest news visit: http://www.ctvnews.ca/ For a full video offering visit the CTV News Network: http://www.ctvnews.ca/video CTV News on Facebook: https://www.facebook.com/CTVNews CTV News on Twitter: https://twitter.com/CTVNews Watch CTV News on Twitter: https://twitter.com/WatchCTVNews CTV News on Google+: https://plus.google.com/+CTVNews/posts CTV News on Instagram: https://instagram.com/ctvnews/ CTV News on Pinterest: https://www.pinterest.com/ctvnews ---CTV News is Canada's most-watched news organization both locally and nationally, and has a network of national, international, and local news operations.",PT2M25S,2019-05-09,2019-05-09,11212,CTV News,/channel/UCi7Zk9baY1tvdlgxIML8MXg,UCi7Zk9baY1tvdlgxIML8MXg,20,w2LHFybL2Xs
Where is the missing wife of Scientology's ruthless leader? | 60 Minutes Australia,Entertainment,5440001,"54,438","3,361","Shelly Miscavige is the wife of Scientology leader David Miscavige,  the high priestess of Scientology who vanished 13 years ago. 60 Minutes investigate into the missing Queen’s whereabouts and speak to the former Scientologist’s who want answers.WATCH more of 60 Minutes Australia: https://www.60minutes.com.au LIKE 60 Minutes Australia on Facebook: https://www.facebook.com/60Minutes9 FOLLOW 60 Minutes Australia on Twitter: https://twitter.com/60Mins FOLLOW 60 Minutes Australia on Instagram: https://www.instagram.com/60minutes9Link to related article: https://www.9news.com.au/world/60-min...For forty years, 60 Minutes have been telling Australians the world’s greatest stories. Tales that changed history, our nation and our lives. Reporters Liz Hayes, Allison Langdon, Tara Brown, Charles Wooley, Liam Bartlett and Tom Steinfort look past the headlines because there is always a bigger picture. Sundays are for 60 Minutes.#60MinutesAustralia",PT25M51S,2019-02-11,2019-02-11,112433,60 Minutes Australia,/channel/UC0L1suV8pVgO4pCAIBNGx5w,UC0L1suV8pVgO4pCAIBNGx5w,20,P7QWifeY2_A
Top 10 Times Judge Judy Owned People in Court,Entertainment,775315,"9,712",838,"Top 10 Times Judge Judy Owned People in Court // Subscribe: http://www.youtube.com/c/MsMojo?sub_c...All the times Judge Judy owned people in court had audiences rolling in the aisles. We’ll be looking at ten times that Judge Judy owned rude, argumentative, or downright hostile guests of her court room. Rule number one – don’t mess with Judge Judy. MsMojo ranks the times Judge Judy owned people in court. What do you think was Judge Judy’s most savage moment? Let us know in the comments!Watch more great Judge Judy related content here: Top 10 Craziest Judge Judy Cases - https://youtu.be/MTaqe7dD53UTop 10 Quickest Cases on Judge Judy - https://youtu.be/pllIbVGB0ZITop 10 Best Judge Judy Moments - https://youtu.be/CS7W64rXPiwCheck out the voting page for this list and add your picks: https://www.watchmojo.com/suggest/Top...Suggest a video here: https://www.watchmojo.com/msmojo/sugg...MsMojo's Social Media: Facebook►►http://www.Facebook.com/MsWatchMojo Twitter►►http://www.Twitter.com/MsWatchMojoInstagram►►http://instagram.com/MsWatchMojo Snapchat ►►https://snapchat.com/add/mswatchmojoGet MsMojo Merchandise at http://www.watchmojo.com/storeShop: https://shop.watchmojo.com/collection...WatchMojo is a leading producer of reference online video content of Top 10 Lists, Origins, Biographies, Commentary and more on Pop Culture, Celebrity, Movies, Music, TV, Film, Video Games, Politics, News, Comics, Superheroes. Your trusted authority on ranking Pop Culture.#JudgeJudy #JudySheindlin",PT9M11S,2019-08-12,2019-08-12,11214,MsMojo,/channel/UC3rLoj87ctEHCcS7BuvIzkQ,UC3rLoj87ctEHCcS7BuvIzkQ,20,exhC-3_jCjc
Miami Woman Gets 10 Years In Prison For Deadly DUI Crash,News & Politics,618986,"5,144",221,"Jessica Araujo, now 26, was blind drunk last April when she blew a light in Southwest Miami-Dade and T-boned a Toyota, killing 48-year-old Naji El-Kadi, who was on his way to work.",PT2M39S,2017-10-27,2017-10-27,112331,CBS Miami,/channel/UCXJryYh6xcW5iEeJGzK191A,UCXJryYh6xcW5iEeJGzK191A,20,r0CyG3uTaYc
Father of Ex-Cheerleader Was Shocked She Buried Baby in Yard,News & Politics,519781,"5,689",191,"The father of ex-cheerleader Brooke Skylar Richardson gave an emotional testimony Tuesday in defense of his daughter, who is accused of giving birth to a secret baby, killing it and burying the remains in the backyard of the family home. “She would never hurt another living being, let alone a baby,” Scott Richardson said, holding back tears. However, the distraught father said he was surprised when he found out his daughter was pregnant and had given birth.",PT1M25S,2019-09-10,2019-09-10,113131,Inside Edition,/channel/UC9k-yiEpRHMNVOnOi_aQK8w,UC9k-yiEpRHMNVOnOi_aQK8w,20,1XtXQxNxtYg
Space Shuttle Challenger Disaster: Major Malfunction | Retro Report | The New York Times,News & Politics,1267747,"11,087",360,"On Jan. 28, 1986, seven astronauts ""slipped the surly bonds of earth to touch the face of God."" America's space program was never the same.Produced by: Retro ReportRead the story here: http://nyti.ms/1u8bQWNSubscribe to the Times Video newsletter for free and get a handpicked selection of the best videos from The New York Times every week: http://bit.ly/timesvideonewsletterSubscribe on YouTube: http://bit.ly/U8Ys7nWatch more videos at: http://nytimes.com/video---------------------------------------------------------------Want more from The New York Times?Twitter: https://twitter.com/nytvideoFacebook: https://www.facebook.com/nytimesGoogle+: https://plus.google.com/+nytimes/Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch. On YouTube.Space Shuttle Challenger Disaster: Major Malfunction | Retro Report | The New York Timeshttp://www.youtube.com/user/TheNewYor...",PT20M15S,2014-06-02,2014-06-02,112313,The New York Times,/channel/UCqnbDFdCpuN8CMEg0VuEBqA,UCqnbDFdCpuN8CMEg0VuEBqA,20,-O_DMyHdq_M
